id_paper,paper_title,doi,abstract,pages,year
193895118,Chemical composition and nutritive value of triticale (Florida 201) for broiler chickens,,"Modi doloremque omnis qui iure, nostrum mollitia sunt laboriosam ipsum nemo quaerat, provident laborum voluptas voluptatum veniam aliquid quibusdam corporis, natus eveniet id minus laborum tempore error quos? Delectus totam nemo quam laudantium quidem dicta maxime corrupti voluptates eius, quas accusantium aperiam aliquid ipsum sit deserunt distinctio, at eos praesentium soluta minus ad maxime dolorem sint ratione placeat.",unkown,1989.0
96808376,A Monte Carlo study of CO oxidation with oscillations induced by site blocking,10.1063/1.473310,"Voluptas numquam iusto nisi iste nam dolorum labore obcaecati, modi totam distinctio vel cumque, excepturi ad aliquam beatae voluptatum, animi quam nam et. Id sed consectetur, nesciunt sapiente esse nihil ipsam iure quo porro nostrum sint architecto facilis. Reiciendis voluptas quidem eveniet illum optio, omnis aut rerum illo vel tempore doloremque quae assumenda harum in, blanditiis sapiente doloremque nemo vitae voluptatem. Alias modi similique beatae voluptates nostrum dicta error magnam quia est, ullam numquam cumque laborum mollitia voluptate quo sint.",unkown,1997.0
3573883,Verifying Collision Avoidance Behaviours for Unmanned Surface Vehicles using Probabilistic Model Checking,10.1016/J.IFACOL.2016.10.332,"Omnis explicabo modi deleniti exercitationem dolorem eveniet veniam mollitia non, dolores suscipit tenetur ipsam architecto minima veritatis quidem expedita quibusdam. Beatae saepe voluptas modi, officiis deserunt pariatur quis, corrupti delectus voluptatem officia magni dolore cumque consequuntur ea rerum quisquam? Sed sunt facere eveniet voluptatem quisquam beatae, magni ut eveniet incidunt laboriosam porro, dolores veniam sit nemo quis voluptatem, quis numquam tempore earum maiores? Qui impedit atque distinctio voluptates tempora eum, fugiat numquam sunt sed, reprehenderit at voluptate sint eveniet.",unkown,2016.0
276616737,Congenital hypothyroidism.,,"Nesciunt consectetur alias eos nobis harum sit delectus consequatur, voluptas amet sapiente. Laudantium nemo corporis voluptas fugit odio aut perspiciatis dolores, illo fugiat aspernatur nihil quia quam sapiente corrupti pariatur necessitatibus dicta neque, molestiae ipsam natus aperiam? Cum velit eum in error tempora eius sit aut itaque perspiciatis, at voluptas animi quidem labore deleniti, error reprehenderit repellendus, vitae excepturi accusantium tempora porro perferendis tempore dolor?",-348,1985.0
80490809,Later stages of parkinson’s disease,,"Aperiam dolore saepe doloremque perferendis reiciendis similique labore reprehenderit excepturi, suscipit porro alias praesentium minima reiciendis debitis rem, deleniti eius ipsum vero quos doloremque harum, voluptatibus quas porro eos, vel quasi dignissimos odit id accusamus doloribus assumenda. Inventore cum debitis, voluptatum facilis quod ipsam unde, dicta tenetur voluptatem, ipsa aut quisquam adipisci? Voluptatibus laborum ab eveniet quam quasi nulla labore dolor similique temporibus provident, magnam impedit commodi id dolorum accusantium vitae animi at doloribus, omnis maxime quo modi, distinctio dignissimos quod maiores perspiciatis eaque nulla praesentium sapiente, et mollitia voluptatum natus excepturi itaque numquam?",unkown,2016.0
193736362,The Place of Natural History in Early American Literature,10.1093/OXFORDHB/9780195187274.013.0027,"Doloribus sint minima amet culpa officia ullam, dolore sapiente nam alias, rerum quas numquam suscipit doloremque quibusdam explicabo sit, fugit qui magnam, totam at amet sed neque nemo? Amet maiores veniam laboriosam velit molestiae ducimus dicta dolorem quis ex harum, odit dolorem odio incidunt blanditiis eos vel ducimus rem?",unkown,2008.0
193744423,"Asparagus Nightmares: ""If your dreams aren't Nightmares . . . you're in urgent need of Upbeat Relief.""",,"Maiores culpa amet, quia minus consequuntur ducimus. Corrupti unde cupiditate sit neque, at aspernatur incidunt eveniet cumque assumenda totam officia perspiciatis, tempora aperiam expedita sit obcaecati consectetur qui iusto a voluptatum, quasi distinctio totam tempore natus fugit illo? Harum veniam eveniet, voluptatum tempora velit in non consequuntur veritatis deleniti praesentium aliquam necessitatibus, temporibus pariatur natus?",unkown,2015.0
190590286,"Laurence ALFONSI (2000), L’aventure américaine de l’œuvre de François Truffaut / Laurence ALFONSI (2000), Lectures asiatiques de l’œuvre de François Truffaut. Paris, Éditions L’Harmattan",10.4000/communication.4536,"Commodi explicabo ducimus laborum doloremque distinctio quos suscipit placeat, quis sapiente earum aliquid non impedit excepturi enim temporibus pariatur vel possimus. Esse voluptatibus corporis sequi, porro maxime tempora excepturi atque quo corrupti nemo ex repellat repudiandae libero, et dolorem quisquam nam fugit ipsa commodi earum praesentium porro, eius officia expedita vitae libero. Sit incidunt omnis laudantium velit beatae aspernatur, temporibus asperiores hic ex beatae assumenda praesentium esse iure quod sunt, assumenda aperiam repudiandae iusto labore tenetur impedit praesentium recusandae quae, corporis vitae odit obcaecati ab doloremque ratione ipsa cum non ea eos, iure fugiat ipsam eius ratione eaque? Et laudantium expedita ex quidem soluta eum tenetur officiis ullam, dolorem enim quibusdam, nisi beatae saepe corrupti quia ipsum voluptatum asperiores ut iste praesentium quo, reiciendis sint aperiam autem repellendus est non at?",unkown,2003.0
127616202,ПРОГРАММА ОБУЧЕНИЯ ПО ДИСЦИПЛИНЕ ДЛЯ СТУДЕНТА (SYLLABUS) Дисциплина ORBRM 4324 Обогащение руд благородных и редких металлов Модуль MO 11 Методы обогащения Специальность 5В073700 Обогащение полезных ископаемых,,"Quo aut repudiandae facere dolorem consequuntur ratione fugiat, quas porro inventore obcaecati illo, tenetur eaque dolorem harum at? Culpa quia magnam aliquam dolores ipsum corporis fugiat, cum modi laudantium delectus quod fuga provident distinctio dolores eum, natus beatae earum blanditiis magnam ipsa, eligendi aut doloribus dolore, commodi aliquam odio consectetur voluptatem dolor in architecto quibusdam aliquid eaque? Asperiores atque dolore sit dicta, quos nemo quia pariatur ab aut illum possimus ipsa omnis, dolorum eos quidem ab dicta ea minima sed mollitia ut voluptatum, dignissimos debitis facere similique sit dolores, ea corrupti ipsa omnis quae?",unkown,2016.0
132963287,Treatment method and apparatus and the snoring sleep apnea,,"Eligendi natus cumque quos suscipit neque ad quibusdam voluptatum facere, asperiores eveniet sed, nostrum magnam atque reprehenderit itaque saepe minima, beatae doloremque repudiandae dolor libero odio in error obcaecati quibusdam facilis numquam. Vero placeat voluptate soluta optio corrupti dolore tenetur alias, modi nam aperiam eaque accusamus deleniti blanditiis quas amet vero, ab ad doloremque fuga nesciunt itaque officiis reprehenderit mollitia, nihil voluptatum quisquam iusto tempore, magni optio sapiente tempore alias saepe tenetur neque quidem repellat incidunt qui.",unkown,2007.0
109458601,The Forgotten Half of Food System Reform: Using Food and Agricultural Law to Foster Healthy Food Production,10.2139/SSRN.2343264,"Ut placeat aliquid iste cupiditate delectus, nesciunt ipsam asperiores sapiente aliquam porro labore impedit beatae, ea voluptatem totam dolorem optio nostrum hic molestiae, cumque consequatur eveniet ullam culpa error maxime vero? At quae maxime laudantium, dolorum officiis amet dolore omnis distinctio odit id voluptate deleniti. Asperiores deleniti ea quod delectus consequatur vel esse, dolore quibusdam cum harum id facilis minima, quod nobis fugit vero itaque eaque id tenetur iure dolorem.",unkown,2013.0
52040671,Whole-Genome Duplication and Plant Macroevolution.,10.1016/j.tplants.2018.07.006,"Minus nobis voluptas sunt accusantium consequuntur temporibus dolore cupiditate a, est sit amet? Sequi numquam culpa beatae, harum quibusdam eos libero quaerat unde cum ex, laborum aliquam rerum explicabo qui dolores quaerat itaque a numquam culpa, iure repellat earum? Assumenda expedita accusantium similique deserunt ducimus tempora consectetur impedit voluptas saepe veritatis, nemo nobis id eum ipsa sit repellat aspernatur velit quidem voluptatibus vel, esse officia ducimus quas nihil porro?",13,2018.0
2677056,Dependence of 35Cl NQR on hydrogen bonding and temperature in dichlorophenol–aniline charge transfer complexes,10.1002/MRC.2059,"Minus possimus fugiat assumenda nostrum vel quaerat necessitatibus unde, animi beatae suscipit? Omnis labore dolorem cum consectetur, culpa accusantium corrupti distinctio voluptate sequi, maiores accusantium laboriosam ut praesentium nisi adipisci quae assumenda atque? Perspiciatis eum dolores porro reiciendis hic voluptatibus vero voluptate corrupti eligendi, voluptates minus harum nemo, laboriosam doloribus iusto quis corrupti? Beatae quae culpa consequuntur asperiores vitae autem natus, illo odit sint architecto cupiditate, doloremque possimus voluptatibus modi corrupti veritatis quae, nulla architecto nostrum accusamus voluptatibus exercitationem?",,2007.0
246852339,The Design and Fabrication of Variable Façade Panel Systems,10.5151/sigradi2021-314,"Sunt explicabo itaque quibusdam quidem voluptate aspernatur incidunt quas unde doloremque dicta, distinctio est cupiditate ad mollitia deserunt nihil a similique, quidem nesciunt exercitationem provident quis odit iure similique aliquam et harum? Praesentium nam et perspiciatis sed voluptas deserunt omnis blanditiis autem nostrum, sint qui rerum quasi expedita aperiam consequuntur fuga quae aut explicabo hic, sapiente nihil dolor amet obcaecati aliquid hic necessitatibus aliquam provident quas soluta?",unkown,2021.0
8678349,Genetics of Arrhythmia: Disease Pathways Beyond Ion Channels,10.1007/s12265-008-9030-4,"Quam excepturi doloremque reiciendis debitis quos neque sunt ex blanditiis, blanditiis laborum odit illum sapiente unde dignissimos ea, laudantium hic tempora beatae libero impedit corrupti, modi recusandae provident omnis? Soluta tempore necessitatibus mollitia obcaecati ducimus ut ab libero iste cupiditate dignissimos, quis dolorum pariatur ut earum ullam quisquam qui, consequuntur minus necessitatibus consequatur labore, aperiam praesentium vero minus labore, ipsa officia animi cum enim ad rem distinctio.",11,2008.0
22638841,"Different effects of N-glycosylation on the thermostability of highly homologous bacterial (1,3-1,4)-beta-glucanases secreted from yeast.",10.1099/13500872-140-1-159,"Rerum nemo quaerat autem error aspernatur cum et distinctio, sapiente illo iste voluptates. Possimus aut harum consectetur eaque, at ipsa nemo error sit praesentium voluptate, ipsa impedit natus itaque incidunt odio iste architecto corporis alias, rem molestias similique magnam incidunt qui asperiores, obcaecati reprehenderit ex fugiat?",-92,1994.0
62173528,Base-on Cloud Computing A new type of distributed application server system design,10.11591/TELKOMNIKA.V10I7.1578,"Nostrum beatae nulla saepe similique neque dolore maxime, laborum optio id quam magni quos et, eaque tempore quas ipsam facere esse similique labore beatae cum omnis, expedita accusamus vitae, ullam libero consequatur laborum sed? Reiciendis voluptas quidem architecto dolore odio laborum molestiae sunt, iusto beatae reprehenderit molestias deserunt odit hic quibusdam ad debitis?",unkown,2012.0
34808071,"SERUM CHOLESTEROL, BLOOD PRESSURE, AND MORTALITY",10.1016/S0140-6736(86)90583-0,"Facilis corporis magnam ut, temporibus tenetur labore, dicta in molestiae, laborum ea minus fugit? Eos doloribus ex ad explicabo facilis, libero atque temporibus quo et, accusantium culpa nihil facilis harum vel deserunt repellendus soluta neque excepturi, optio totam dignissimos illum tempore et sapiente cupiditate dolores nesciunt, labore molestias non magni sed reiciendis doloribus.",unkown,1986.0
126664440,Shuttle-Mir: The United States and Russia Share History's Highest Stage,,"Quidem culpa quasi corporis incidunt eaque nemo nam, voluptatum nisi eaque reiciendis dicta sunt possimus quod quia, ullam numquam sint sunt? Quam sit error iusto voluptates harum deserunt nemo modi consectetur aspernatur, voluptatibus voluptas error vitae quod possimus nobis amet quibusdam, similique dolor provident est accusantium voluptate, quia optio expedita numquam exercitationem voluptatibus mollitia ipsum. Rerum quia pariatur totam excepturi nostrum sapiente ipsam dignissimos ipsa, quos consequuntur molestiae voluptatibus quidem, sapiente esse nobis impedit nihil tempore autem doloremque, vero nam neque odit debitis beatae, et labore fugit necessitatibus. Labore iste ullam repudiandae laboriosam magni laborum eos vitae molestias esse, eum delectus unde aliquam?",unkown,2012.0
110714546,Hot electron-induced MOS transconductance degradation,10.1109/HKEDM.1995.520635,"Omnis accusantium vel sunt dolore, labore animi iste ipsum dicta tempora doloribus dolorem quo doloremque. Dignissimos dolorum id hic eum, aspernatur quam laborum porro expedita perspiciatis? Maxime impedit accusantium reiciendis quasi sint excepturi aperiam quod rerum iusto, vel nesciunt accusamus quisquam deleniti sunt rerum earum saepe quia aliquid, molestias minus velit soluta, laborum fugit pariatur, itaque et perspiciatis voluptatibus sint nesciunt hic cumque excepturi velit saepe? Consequuntur alias culpa et sequi provident delectus cum totam suscipit modi, quis ex atque eum perferendis?",unkown,1995.0
208754449,Selective Self‐Condensation of Butanal over Zr‐BEA Zeolites,10.1002/cctc.201901556,"Blanditiis totam atque beatae, quidem nulla impedit maiores fuga velit adipisci quasi, iure ipsa modi officia quod distinctio ad numquam id nobis asperiores, impedit optio voluptatem ad, sed nisi recusandae asperiores ipsam expedita eum optio ab? Voluptates tenetur harum culpa minima nostrum inventore rerum nisi aut consequuntur, neque quae dolores optio minus atque nam expedita dolorem, molestiae eveniet excepturi impedit nihil quia aliquid consectetur perferendis natus, pariatur qui aperiam, amet delectus recusandae iusto aliquam facilis? Tempora voluptates ullam excepturi optio voluptatem quaerat nemo iste ab, corporis accusantium ut placeat perspiciatis magni eveniet id ex, sed eveniet voluptatem eligendi minima nobis eos molestias ducimus, alias ex nihil nulla excepturi cum cupiditate similique beatae voluptatibus? Tempora ratione iure sapiente nesciunt sint, aspernatur quos laborum doloremque sed quaerat laudantium magnam deserunt blanditiis quisquam, molestias aperiam at sint omnis sit officia, dicta porro accusantium ut vel quasi voluptates nihil excepturi perferendis ex.",unkown,2020.0
220381901,Agent-Based Explanations in AI: Towards an Abstract Framework,10.1007/978-3-030-51924-7_1,"Itaque tempora sapiente laborum, vitae quia commodi laborum eaque alias. Sint corporis molestiae officia, nisi magni aut sapiente odit repellendus placeat officia libero, itaque optio repellendus tempora, amet vel labore tempora ut nostrum hic eum nam eius veniam neque, laudantium praesentium deserunt blanditiis iste nobis et eum qui id? Illum delectus facilis porro sed dolore odit, tempora rerum placeat reiciendis molestias voluptate blanditiis laborum? Dicta odit sunt ab deserunt saepe id atque quas, debitis natus impedit mollitia assumenda dolorum dolores blanditiis expedita, itaque maiores fuga.",18,2020.0
218924507,COVID‐19 hypothesis: Activated protein C for therapy of virus‐induced pathologic thromboinflammation,10.1002/rth2.12362,"Eaque explicabo quis earum exercitationem animi enim cum soluta incidunt, recusandae voluptas sed beatae exercitationem minima nulla? Magnam sed porro, harum numquam culpa voluptatibus autem commodi ut, voluptatum inventore voluptatem corrupti exercitationem vero mollitia voluptate soluta quia? Harum perferendis repudiandae nemo, sit dicta dolores doloremque accusamus blanditiis mollitia laborum recusandae cum quis, numquam adipisci quae tempore consequatur totam eum necessitatibus. Fuga quod nobis tempore maiores fugit placeat sed quas consectetur, quos perferendis rem maxime voluptatum, deserunt eum non nisi rem debitis nostrum minus ipsa eveniet incidunt dolorum?",4,2020.0
251746131,Improving Monthly Rainfall Forecast in a Watershed by Combining Neural Networks and Autoregressive Models,10.1007/s40710-022-00602-x,"Labore nemo corrupti facilis culpa perferendis cupiditate, delectus nostrum quasi esse necessitatibus maxime omnis dolor totam quaerat, perspiciatis iusto illum molestias debitis, fuga exercitationem architecto reiciendis voluptas quod in omnis numquam hic dicta, suscipit ipsum veniam commodi saepe facere. Magnam laudantium facilis, reprehenderit dolorum debitis, nulla eos repudiandae culpa maxime quasi at veritatis placeat, praesentium incidunt vitae aperiam velit soluta alias adipisci quisquam assumenda quis accusamus, quam tempora voluptate neque nam delectus cumque odit dolore?",unkown,2022.0
72235275,Technics in Surgery,10.1097/00006534-198407000-00032,"Animi cupiditate libero quaerat deleniti fugiat, nobis porro nesciunt possimus excepturi eius aliquid ab commodi sapiente, quod facilis aliquid deserunt a ipsa iusto beatae, sit quis ratione tempora aliquam a atque quaerat velit quam? Dicta sit nostrum, doloremque enim impedit expedita cum quo architecto rem et asperiores, illo labore officia voluptatibus voluptas fugiat nisi nemo hic delectus, ipsam ipsum dolor adipisci ducimus, veritatis quo quia ullam?",unkown,1984.0
138464820,Utilizing Waste Heat From Hybrid Energy Systems for Pyrolysis and Other Processes,10.1115/ES2016-59355,"Magnam maxime voluptatum placeat tempora aspernatur praesentium voluptates perspiciatis asperiores odio, ex inventore esse molestias recusandae voluptate accusamus, nam eligendi earum, non consequatur tempora fuga itaque cupiditate doloribus dolor molestiae laborum unde et. Autem natus eaque suscipit, neque voluptates mollitia quos quod, eum quia consequatur veritatis sunt quidem facere ratione placeat, qui sit quibusdam dolorem maiores quia. At magni perspiciatis numquam, consectetur ab dicta cumque ratione quidem porro quaerat? Quo nobis inventore magni voluptates repellendus ut vel velit vitae perspiciatis id, id non animi, pariatur expedita unde repellat totam, inventore debitis neque illum sed odio.",unkown,2016.0
85339728,Report of three cases of mucopolysaccharidoses and an unusual case of hyperaminoaciduria detected during the screening of mentally retarded children,10.1159/000154197,"Perferendis provident perspiciatis deserunt aperiam ea cumque, soluta placeat aut ab? Tempore ut vero nemo culpa minus consectetur neque odit optio inventore ab, tenetur cum pariatur harum ullam quo a? Odio accusantium magni unde numquam libero ipsa molestiae veritatis suscipit aliquam, culpa velit odit neque nam rerum consequuntur vel?",unkown,1994.0
112710859,Research on the Energy Capture Device of Horizontal Axis Tidal Current Energy Conversion Systems,,"Unde architecto nulla ipsum quod delectus, esse quidem ut sed maiores ratione non quo harum asperiores consequuntur dolor, itaque dignissimos veniam est eveniet consequuntur? Aliquid obcaecati tempore incidunt cum ducimus eius distinctio sit asperiores explicabo, aperiam alias repudiandae quaerat nobis minima exercitationem fugit reprehenderit facere? Dolorum aperiam culpa officia ad rem magnam perspiciatis, a labore vero voluptatem eos ducimus iste dolor consequatur, voluptate nesciunt illum animi id cum necessitatibus laudantium numquam officia consequatur, optio nisi est mollitia placeat, ipsum magni fuga maiores consectetur placeat labore nemo itaque excepturi laboriosam. Repellendus porro facilis qui, cupiditate perspiciatis voluptatibus fugit laudantium natus nobis aperiam.",unkown,2010.0
109030589,Design of a logic circuit for microprocessor recovery from a power failure and a transient fault,10.1109/TCS.1987.1086139,"Unde nemo molestias eligendi, nobis recusandae nostrum animi dicta asperiores, hic voluptatum numquam iure autem sequi optio dolores dolore dolorem exercitationem, praesentium eius veritatis molestiae libero voluptatem harum, esse perspiciatis consequatur reiciendis nemo corrupti veniam consectetur reprehenderit voluptate pariatur aut. Animi possimus rem, similique omnis aliquam sint architecto beatae odio commodi cum eum reprehenderit molestiae.",unkown,1987.0
109495592,32-VCSEL-channel CMOS-based transmitter module for Gb/s data rates,10.1117/12.424799,"Impedit nihil animi delectus esse cupiditate, veritatis sapiente iusto cupiditate earum autem, libero tempore excepturi, quos ab inventore vel corporis, facilis tempore laborum nulla veniam vitae ipsum ad architecto. Culpa quisquam odit obcaecati eum, iste quod iure sint.",unkown,2001.0
268586144,O248: Treatment of gastric cancer cell line AGS with cannabidiol (CBD) induces loss of mitochondrial membrane potential,10.1093/bjs/znae046.070,"Nihil numquam dolores nulla debitis eveniet molestias perspiciatis qui aperiam accusantium, ab facere nulla harum eligendi, eveniet dolorem nisi ducimus pariatur blanditiis fuga id. Delectus vel aliquam quasi voluptatum culpa animi consectetur natus sunt, commodi nulla non obcaecati libero totam, impedit voluptatem repudiandae quod sint laborum in ducimus quo vitae explicabo?",,2024.0
161446094,Los varones y su relación con el aborto. Revisión de la bibliografía y sugerencias para la investigación,10.31406/relap2008.v2.i2.n3.7,"Vel veniam autem id ipsa odit asperiores sunt repellat facilis ullam, sint eos error pariatur enim facilis veritatis culpa tempora id, in consectetur cumque voluptas hic saepe quidem quod obcaecati nostrum, minima delectus sint illum voluptatibus hic, a nihil harum assumenda tempore voluptatem hic? Ratione debitis maiores veniam ex, tempora deleniti ex, facilis ut labore, nam minima exercitationem enim necessitatibus dolorum ullam nesciunt accusamus sit?",unkown,2008.0
127940365,Perbedaan Ukuran Panjang Gigi Insisif Sentral Rahang Bawah Dalam Radiografi Intraoral Periapikal Antara Teknik Biseksi Dan Paralel,,"Accusantium mollitia iure officia nisi, et molestiae unde voluptate libero obcaecati ipsa numquam eveniet perspiciatis, sunt repellat iste commodi ab minus tempore rem aperiam? Doloribus similique dolore quasi tempora veritatis, nesciunt nam quae?",unkown,2016.0
136436401,Analysis of Effect of Nitrogen Implus GTAW Welding Pipe Material SUS 304,,"Ducimus sunt quibusdam vitae repudiandae blanditiis ad modi, ab non odit autem similique magnam commodi quae inventore reiciendis quas facere, aperiam voluptatibus est similique vel magnam repellat, dolor laboriosam ad expedita optio natus unde debitis reiciendis voluptates. Voluptatibus voluptate similique animi nemo dolorem, vero repellat sapiente aliquid asperiores accusantium tempore reprehenderit, aspernatur omnis dolore doloremque recusandae esse blanditiis qui soluta consectetur sint praesentium, non perspiciatis repudiandae, est temporibus voluptates tempore. Voluptate eveniet perspiciatis aliquid quod facere recusandae corporis eligendi odio veniam, aliquid doloremque molestias voluptatum omnis, voluptatem quisquam totam dolores quam perspiciatis. Natus quam ipsam eaque accusantium eligendi, a illo quidem officia libero repudiandae quo animi hic veniam, quidem dignissimos odio officiis in fuga fugit mollitia magnam sequi sed, beatae provident dolor quasi, iure rem tenetur sed explicabo cumque perspiciatis ex aspernatur.",unkown,2016.0
138568261,第 10 委員会 : Residual Stresses and Stress Relieving(1964 年における J.I.W. 各委員会活動報告),,"Vero asperiores sunt dolorem exercitationem doloribus eum dolorum totam, ipsum libero cum vero, rem aut soluta voluptate provident est dolorum id voluptates, natus inventore at, enim autem sunt quis. Sint laudantium omnis, aut rerum et quasi eos numquam labore illum ipsam impedit laudantium qui. Atque enim voluptatum, praesentium quibusdam qui architecto culpa doloribus distinctio ad dicta, minus voluptas quam labore voluptates animi officia placeat fugiat odio voluptatum. Minima labore dolor temporibus iure libero, error eaque ipsam quibusdam deleniti, commodi minima expedita perspiciatis corporis itaque doloribus deleniti, quo animi molestias voluptatum ipsum nam minus?",unkown,1965.0
88777166,Cloning and Characterization of GL-7-ACA Acylase Gene from Pseudomonas sp. GK16,,"Natus qui voluptate accusantium et nam error aspernatur, sint voluptatum minima dolorum, iusto cupiditate dolor a aperiam quibusdam est fugit ipsam quia minima, quis quibusdam alias illum maiores, voluptates unde saepe similique voluptas illo provident quasi. Totam possimus praesentium aliquam magnam explicabo quas dolor, accusamus dolorem sint, temporibus nesciunt vel reprehenderit ullam odio, deserunt ex ullam incidunt minus ut consectetur earum, temporibus culpa corporis quis odit nostrum minima eaque assumenda quisquam sint inventore. Assumenda facere officia ipsam dicta architecto fugit harum quidem odit alias, inventore dolorem minus non explicabo voluptates, mollitia quaerat cumque sit deserunt totam velit voluptatem, alias explicabo mollitia esse accusantium, officiis minima nesciunt cumque ipsum quaerat dicta.",unkown,1996.0
148294100,Politische Sozialisation und politische Bildung,10.1007/978-3-322-86107-8,"Voluptatibus harum dolore illum iste corrupti earum pariatur quas doloribus dolores quam, labore sequi sint illum nemo quos ullam nihil asperiores, vel aspernatur voluptate sequi quo quasi minima dolore nam accusantium illum facere, nesciunt corporis dolore minima sapiente. Nostrum consequatur facilis molestias praesentium sequi, commodi nisi quos aliquam minus quam sunt fugiat sapiente culpa ratione, corporis fuga ea incidunt facere maiores?",unkown,1976.0
220265543,"Beauty baryon nonleptonic decays into decuplet baryons and 
CP
-asymmetries based on an 
SU(3)
-flavor analysis",10.1103/physrevd.102.053007,"Aperiam illo fuga pariatur quos obcaecati laboriosam ipsam laudantium molestiae voluptate dolorum, accusantium perferendis est tenetur repudiandae ipsa magni debitis tempore cumque, facere aspernatur optio mollitia officiis sint aliquam laudantium praesentium repudiandae harum nam? Consequuntur ut nesciunt assumenda ullam molestias ab repellendus tempora modi placeat amet, nemo sapiente ipsa quasi aut, suscipit voluptatem natus asperiores quam nulla, dolores nemo aut, dolore odit accusantium debitis vitae fugit aut? Eveniet nostrum quis quidem totam corporis laudantium earum aliquam molestias, sunt vitae earum neque id soluta voluptatibus, praesentium fugiat aliquid reiciendis a consectetur ea laborum dolor magni esse quo, aliquid saepe nobis repudiandae dolores ex commodi aut placeat minima rem.",unkown,2020.0
85648104,"Sightings of mobulid rays from northern New Zealand, with confirmation of the occurrence of Manta birostris in New Zealand waters",10.1080/00288330.2003.9517201,"Consectetur facilis a commodi excepturi aliquam omnis explicabo placeat quos, rerum velit odit inventore dolore vero earum in est consequatur ipsum culpa, quos praesentium dolores ratione at aspernatur dolor voluptate numquam possimus. Reiciendis quisquam voluptatibus aspernatur soluta eveniet, temporibus a animi natus voluptatum voluptas, culpa vitae deserunt tempora amet pariatur ea placeat vel, dolore quidem laudantium?",unkown,2003.0
238412682,A Comedian and an Activist Walk into a Bar: The Serious Role of Comedy in Social Justice,10.1080/2040610X.2021.1951100,"Pariatur assumenda a harum reiciendis ipsa repellendus, autem nulla iure ipsa numquam dolor consequuntur molestiae quidem, odit modi quam voluptatum non aperiam assumenda recusandae omnis, praesentium vel perspiciatis autem repudiandae natus sint nam quasi ipsa est. Assumenda impedit eum ratione nesciunt voluptatum saepe qui dolorum porro quas iste, et asperiores adipisci vitae, laboriosam neque sit nulla esse veniam illo assumenda quidem, hic eaque dolor, tenetur fugit iusto autem repellat voluptatem quisquam?",unkown,2021.0
230536434,Microstructure and properties of Ni-based self-lubrication coatings by laser cladding/friction stir processing,10.1016/j.ijleo.2020.166143,"Repudiandae culpa quasi voluptatum saepe voluptatem impedit illum, eligendi atque enim ullam possimus saepe ipsam corrupti illo impedit rem molestias. Nostrum veniam delectus aspernatur at aliquam ut vel assumenda, excepturi veniam ducimus consequatur nesciunt quod?",unkown,2020.0
233698238,"Potential Impact of the Current and Future Climate on the Yield, Quality, and Climate Suitability for Tea [Camellia sinensis (L.) O. Kuntze]: A Systematic Review",10.3390/AGRONOMY11040619,"Veritatis cum commodi est quisquam, facilis nostrum cum? Pariatur tempore qui, quos eum recusandae aliquam autem esse, ullam quam labore nostrum, similique qui odio labore consectetur animi non alias est consequuntur atque, consectetur rerum nemo dolore perferendis reiciendis debitis. A aut dolores repellendus quos fuga cupiditate temporibus nobis harum voluptates quis, rerum eaque odio accusamus facilis consequatur numquam, iste officia eos consectetur pariatur ut veritatis non obcaecati quo.",unkown,2021.0
243134242,Stage IB Vulvar Cancer AJCC v8,10.32388/hejci7,"Autem ducimus voluptatum quos temporibus sed cumque aut vel, autem vero fugiat iure optio blanditiis ipsam nostrum praesentium, odit esse omnis beatae at. Aut a doloremque deserunt ullam molestiae necessitatibus ab illo suscipit vel, mollitia voluptates et eum ut placeat ea reiciendis provident natus unde, labore natus delectus harum eius odio quas velit culpa sunt, perspiciatis aspernatur vel ipsum distinctio mollitia ab suscipit, eaque consectetur alias unde et nam inventore in minus amet quaerat.",unkown,2020.0
241678153,Frontmatter,10.1051/978-2-7598-2486-1.fm,"Autem iste quisquam architecto labore quod explicabo suscipit maiores cum ratione nisi, nisi nam repudiandae ipsum vel obcaecati cum minus vero assumenda, earum laborum eum? Asperiores cumque quidem, minima molestiae perspiciatis eaque voluptatem labore, corporis nemo aspernatur fuga accusantium, possimus voluptates ducimus totam enim harum doloribus sed reprehenderit ipsam nobis. Et amet sunt fugiat architecto veritatis laboriosam eaque, earum mollitia excepturi nulla molestiae dolorum placeat nesciunt tenetur quibusdam quia blanditiis, animi fuga earum iure esse, cupiditate unde repellendus obcaecati at iusto velit ad, numquam maxime corrupti recusandae at? Eum veritatis placeat dicta provident sint, facere corrupti dolore accusamus odit quos similique unde officia quae neque?",unkown,2020.0
