id_paper,cites_value
75814934,12610767
63102413,243394169
63102413,127486894
63102413,27393492
164858796,90905740
164858796,258733880
164858796,122326374
189442539,144638893
189442539,107801929
189442539,228244847
190794198,245951771
190794198,274424848
190794198,42375013
243850063,245951771
243850063,189265637
243850063,137034637
21811786,42188291
21811786,137200542
21811786,20578947
61996730,98502109
61996730,180563212
61996730,234817851
85128723,228583830
85128723,16780728
85128723,154840280
87732529,129170273
87732529,46299244
87732529,253631418
245852459,22638841
245852459,26729151
245852459,178848327
120469305,92697125
120469305,41134582
120469305,148643233
71568376,202182175
71568376,205658142
71568376,172660650
145882738,58253389
145882738,130445160
145882738,220653192
210251349,217008451
210251349,82826594
210251349,89681121
152336262,270762268
152336262,41283967
152336262,27819708
64551036,233089931
64551036,74935348
64551036,133473369
90572846,190821524
90572846,174967334
90572846,255362265
109521759,70915265
109521759,207803296
109521759,22458615
147532944,136570958
147532944,159480022
147532944,174305888
219209334,230066111
219209334,202182175
219209334,15143374
198965504,104420589
198965504,13624171
198965504,240566351
118430867,193903969
118430867,255279354
118430867,225516839
89629313,38116587
89629313,58324198
89629313,122539158
1583102,232430141
1583102,226222977
1583102,119249102
171030559,133250740
171030559,2677056
171030559,241431325
220373508,252771262
220373508,15487862
220373508,84531048
142666426,147319514
142666426,113089354
142666426,181188876
250880137,276792212
250880137,114767675
250880137,241857179
90779428,86493820
90779428,37959523
90779428,267979233
40409021,7344439
40409021,74989389
40409021,133092773
68347055,123102535
68347055,186386478
68347055,35824332
37865428,248605634
37865428,169269699
37865428,234467902
86313323,134789911
86313323,218924507
86313323,193464570
186386478,85883570
186386478,245623295
186386478,117008452
148692934,157504473
148692934,33599060
148692934,64607784
194734117,38116587
194734117,224160124
194734117,179026004
207803296,276372050
207803296,195770583
207803296,138521307
120915933,78617183
120915933,163903705
120915933,67823931
107260591,125740668
107260591,85339728
107260591,32473364
130437295,160841977
130437295,196026910
130437295,171119560
224160124,106944413
224160124,177767787
224160124,109458601
154640820,220762846
154640820,124032666
154640820,63194620
46957914,124016355
46957914,237907493
46957914,151707612
9157857,262583814
9157857,95789001
9157857,256359227
125961332,147813642
125961332,241369500
125961332,124330025
37740332,164886137
37740332,270850245
37740332,177927653
195770583,216955674
195770583,41593220
195770583,256475728
35995700,78253014
35995700,58253389
35995700,8552735
246833914,155052371
246833914,10568773
246833914,256475728
153470063,18274237
153470063,265789510
153470063,267592515
159188441,209349015
159188441,12494314
159188441,168251413
164757113,189940973
164757113,83121456
164757113,123041739
142493373,57277532
142493373,228616712
142493373,243850063
173858199,246533549
173858199,225707626
173858199,240566351
198260162,13624171
198260162,40915910
198260162,177479510
58698005,72131596
58698005,238182177
58698005,40882525
4689269,176278178
4689269,241431325
4689269,7626067
164043531,171030559
164043531,189216924
164043531,193575406
155741816,148692934
155741816,91275125
155741816,171895278
111658864,33350831
111658864,275294540
111658864,1272980
144155845,144228684
144155845,245101563
144155845,28183985
227094375,108414033
227094375,172660650
227094375,158290175
236900662,184377274
236900662,214234949
236900662,181897323
81727670,55799272
81727670,136960986
81727670,182666887
108229363,244921312
108229363,59304362
108229363,219923095
237486848,268788062
237486848,109495592
237486848,230061630
9995084,189906818
9995084,196711706
9995084,114851691
12385015,8773591
12385015,148833563
12385015,37740332
83121456,88494079
83121456,221668019
83121456,160463907
19562678,83121456
19562678,163309631
19562678,194734117
17012664,119407158
17012664,71604150
17012664,245951771
94126380,53352582
94126380,92402955
94126380,133029095
218079095,93165633
218079095,25563630
218079095,16731362
135359786,171855062
135359786,145440105
135359786,189265637
131452651,144834130
131452651,17622907
131452651,125468
149269199,198980342
149269199,135256369
149269199,222476981
228253192,116779503
228253192,196991008
228253192,159484974
821454,270439980
821454,227783985
821454,78371357
8344168,26729151
8344168,140055155
8344168,144191996
22680428,55550503
22680428,259847336
22680428,172981356
188542423,120421105
188542423,94706833
188542423,186224137
94597918,17085949
94597918,222548490
94597918,120059081
244449421,5185897
244449421,266836272
244449421,8773591
164495191,238730546
164495191,8515794
164495191,131495969
30750980,148294100
30750980,196991008
30750980,237760076
270120785,92874888
270120785,74253436
270120785,202867278
233608522,197987146
233608522,195195528
233608522,143268734
276240962,151707612
276240962,75257476
276240962,71918960
11253311,850452
11253311,166258699
11253311,89635942
30101737,8678349
30101737,114177861
30101737,238916543
91847217,160841977
91847217,214234949
91847217,53552145
107120585,238514536
107120585,58698005
107120585,169148550
243394169,265094199
243394169,257907297
243394169,276792212
195967602,256874604
195967602,272399486
195967602,145440105
181986676,275294540
181986676,107093541
181986676,121181276
1272980,171722041
1272980,161365777
1272980,92221713
262195095,70557584
262195095,218565287
262195095,263743007
11281260,253211162
11281260,266160913
11281260,167981064
21033558,114816665
21033558,264327655
21033558,62437555
90048111,136011905
90048111,92874888
90048111,174697567
112731969,272877158
112731969,34909154
112731969,54906206
23750623,139755620
23750623,99905398
23750623,25949876
90905740,236599323
90905740,127834029
90905740,10372032
147111288,76169992
147111288,89649956
147111288,184052487
226781671,253211162
226781671,135583410
226781671,258299811
197383395,89497649
197383395,79824318
197383395,223400493
130239324,117106338
130239324,152911244
130239324,186576018
270762268,132963287
270762268,101238913
270762268,199341498
43094124,202956655
43094124,245332254
43094124,59269509
68907658,170056974
68907658,211898089
68907658,32166966
72441177,163001731
72441177,54887495
72441177,265789510
183107384,170372814
183107384,215864226
183107384,192853404
185792436,234554129
185792436,127834029
185792436,2677056
173705177,113713393
173705177,62437555
173705177,53126650
224297388,78402966
224297388,34163864
224297388,63102413
107061362,268670837
107061362,125468
107061362,34881193
224922521,62627232
224922521,223400493
224922521,242546462
19464545,170439030
19464545,274400841
19464545,107801929
122618069,3271491
122618069,153470063
122618069,30981004
151942777,79514388
151942777,54906206
151942777,252367265
240566351,159787941
240566351,241857179
240566351,180563212
78617183,231134442
78617183,186224137
78617183,113009492
264045200,218778706
264045200,109071334
264045200,128735081
93930959,63601420
93930959,7760311
93930959,261395654
107801929,46299244
107801929,124796951
107801929,148677424
235376510,251346531
235376510,93213597
235376510,78371357
102770424,25563630
102770424,101238913
102770424,189146647
108696045,87580427
108696045,264457859
108696045,182004835
144617992,242546462
144617992,23583645
144617992,151080570
224576852,175980049
224576852,155227647
224576852,5436643
249434685,223700854
249434685,2539435
249434685,196155953
112215425,91665878
112215425,173091754
112215425,157348934
86493820,191866335
86493820,78726194
86493820,268734390
153372678,189101667
153372678,76643015
153372678,184052487
165454727,70731774
165454727,146001372
165454727,261395654
193212873,177877013
193212873,23634831
193212873,143271210
199341498,130474293
199341498,166668323
199341498,168982943
15143374,231134442
15143374,97972957
15143374,170439030
226222977,229342598
226222977,265094199
226222977,184913432
220632530,111585391
220632530,241935432
220632530,139852784
95706601,268586144
95706601,155052371
95706601,75660530
171513173,268633557
171513173,10108530
171513173,209065995
260761391,31445723
260761391,6841000
260761391,38484262
206992014,206643182
206992014,124305949
206992014,143271210
22676250,170127812
22676250,134789911
22676250,237972700
13605160,154286856
13605160,18527211
13605160,44340747
266809839,265367
266809839,106888776
266809839,241431325
100981771,163903705
100981771,451799
100981771,113142965
6769581,125373215
6769581,71178703
6769581,80242383
76169992,224922521
76169992,196258877
76169992,95085009
177479510,1587920
177479510,170137887
177479510,29346974
189727316,238757278
189727316,227141431
189727316,8841793
229726132,97372547
229726132,22676250
229726132,156067902
144425017,106749492
144425017,105733920
144425017,157941017
123615813,110396725
123615813,216893039
123615813,236900662
20578947,270762268
20578947,183569219
20578947,121058446
58894083,265789510
58894083,18495988
58894083,147480211
93866858,155784084
93866858,172178317
93866858,185029979
95839847,173323950
95839847,146061299
95839847,171793615
238514536,3545675
238514536,161089052
238514536,143379087
119731774,25205283
119731774,79719823
119731774,36357623
212001742,136570958
212001742,128578470
212001742,125373215
63444480,97130826
63444480,44569165
63444480,75826351
202867278,32030403
202867278,10568773
202867278,68911969
189110764,169148550
189110764,273459806
189110764,20578947
155784084,202956655
155784084,190518241
155784084,19255658
127935133,135906851
127935133,151707612
127935133,147174739
248442242,112215425
248442242,225516839
248442242,241207037
61165368,113704412
61165368,126180090
61165368,111252001
193118703,194026893
193118703,16423144
193118703,64718505
234664153,133747009
234664153,126180090
234664153,217319522
158302151,172981356
158302151,22458615
158302151,63102413
24807572,12348218
24807572,194628585
24807572,225321415
59269509,72419074
59269509,258051377
59269509,181148875
64739990,175258571
64739990,246870231
64739990,231134442
223719273,270850245
223719273,116935561
223719273,68740871
136371425,158886561
136371425,3771212
136371425,41072519
148440268,107579035
148440268,3169581
148440268,26409755
154824391,220046618
154824391,170137887
154824391,99905398
262583814,144425017
262583814,9157857
262583814,86647421
266654448,23634831
266654448,265367
266654448,74989389
163829576,18974850
163829576,153886614
163829576,41283967
94452909,181986676
94452909,95789001
94452909,104169610
133984442,32258743
133984442,179126785
133984442,96189724
257434583,198980342
257434583,246904106
257434583,87338583
39486097,116779503
39486097,5436643
39486097,27938002
43610614,32342560
43610614,24394861
43610614,248348469
148744878,275296931
148744878,270062030
148744878,46497526
174305888,77071195
174305888,85573868
174305888,135978759
253873957,178848327
253873957,177028599
253873957,157504473
3355507,197729002
3355507,51423498
3355507,169148550
92874888,16713865
92874888,117257273
92874888,119225182
117544639,97045296
117544639,23210137
117544639,96546314
112364604,101271052
112364604,243129259
112364604,57277532
177869425,240989414
177869425,262116729
177869425,190731063
176658111,22458615
176658111,170093975
176658111,134389856
117106338,134850102
117106338,4266941
117106338,107061362
242361599,163840975
242361599,175838850
242361599,218924507
225516839,72929008
225516839,207295539
225516839,181447154
255033823,58563142
255033823,249490365
255033823,165097918
32185536,68201429
32185536,13624171
32185536,170372814
158199482,132963287
158199482,179627923
158199482,10823459
133487653,191548549
133487653,170439030
133487653,146754423
133690002,70826787
133690002,1538400
133690002,142493373
171543471,63077811
171543471,272069913
171543471,268829187
245123611,147817906
245123611,18019367
245123611,163903705
78371357,197022186
78371357,215565078
78371357,234554129
157348934,62173528
157348934,148744878
157348934,107674571
261420609,148744878
261420609,33350831
261420609,113500795
43787120,123453963
43787120,186678990
43787120,196551139
157941017,203490721
157941017,158785904
157941017,143503140
195361888,36830867
195361888,244767641
195361888,171855062
175258571,276792212
175258571,110383436
175258571,230536434
267535559,26675889
267535559,222476981
267535559,266503744
270767331,111521845
270767331,197825687
270767331,39800383
268855060,203720147
268855060,167449276
268855060,156262288
5353906,162304137
5353906,138568261
5353906,252263971
38116587,255167329
38116587,155003070
38116587,107801929
93426870,32185536
93426870,75660530
93426870,45968027
122828144,202211950
122828144,94597918
122828144,115680898
138833630,274424848
138833630,250677196
138833630,79755043
132670231,234664153
132670231,146001372
132670231,265832044
232668995,177869425
232668995,36891412
232668995,217130469
165795643,220188198
165795643,152959548
165795643,70826787
19255658,181924342
19255658,145457263
19255658,122326374
221091574,234812213
221091574,115927865
221091574,16713865
224887336,109562598
224887336,12648090
224887336,119249102
25563630,106882379
25563630,158785904
25563630,94311139
17085949,151661545
17085949,273459806
17085949,124335615
44423388,113089354
44423388,228790975
44423388,32558898
85573868,8969205
85573868,97733513
85573868,119388743
183026403,195065793
183026403,143268734
183026403,19570819
188560248,142152365
188560248,69689608
188560248,90084775
176357355,223020377
176357355,32736314
176357355,191312317
258299811,270439980
258299811,16731362
258299811,29216136
42125579,193043885
42125579,164858796
42125579,147817906
15128411,99125297
15128411,179770104
15128411,79698507
22704506,220381901
22704506,97836171
22704506,233608522
34163864,154286856
34163864,201997859
34163864,71739227
58105514,89649956
58105514,229066993
58105514,121000748
73040201,38116587
73040201,231818421
73040201,129052524
227142366,184052487
227142366,20676059
227142366,252263971
122855906,148125461
122855906,194734117
122855906,272710524
229342598,234812213
229342598,152959548
229342598,189265637
8288935,128951417
8288935,92221713
8288935,45968027
147480211,248605634
147480211,203047514
147480211,152523251
238580031,182662014
238580031,53552145
238580031,178848327
149435653,182274829
149435653,28183985
149435653,179313804
177767787,173333141
177767787,83415725
177767787,26233313
215864226,233227270
215864226,135256369
215864226,197033523
237695639,129766070
237695639,177335734
237695639,119249102
98808134,17090623
98808134,272877158
98808134,240446061
265466194,226781671
265466194,20324759
265466194,73576704
22001349,53709799
22001349,12610767
22001349,114693316
58609220,234467902
58609220,123497221
58609220,115062982
125740668,73599247
125740668,105733920
125740668,111585391
127274159,151080570
127274159,147018176
127274159,70731774
126180090,259620999
126180090,197834658
126180090,268524408
129052524,148125461
129052524,74014199
129052524,235358456
155227647,412416
155227647,139109083
155227647,225516839
175941341,108947316
175941341,25205283
175941341,154840280
179126785,243129259
179126785,208797490
179126785,59304362
25205283,248243677
25205283,171119560
25205283,67865972
209773590,252567488
209773590,75826351
209773590,89955565
263743007,230177715
263743007,90779428
263743007,240566351
274429381,208100330
274429381,116779503
274429381,170056974
96546314,266836272
96546314,26729151
96546314,195195528
127834029,178296532
127834029,178260148
127834029,32012404
218879738,269078680
218879738,12044726
218879738,229066993
204450569,136011905
204450569,122343240
204450569,122618069
165684943,77319590
165684943,85183888
165684943,128916654
85890370,84329800
85890370,52996189
85890370,162826464
237907493,135795301
237907493,91142293
237907493,274888477
2835443,231449794
2835443,62621822
2835443,90270929
107579035,14139147
107579035,106888776
107579035,85883570
114693316,257519651
114693316,89497649
114693316,64607784
123567697,67823931
123567697,95773712
123567697,107674571
134044432,130029917
134044432,239414608
134044432,276372050
84939350,197729002
84939350,73599247
84939350,89629313
240036921,248181005
240036921,151080570
240036921,36357623
268108434,96780653
268108434,125961332
268108434,248181005
32672932,96808376
32672932,151712649
32672932,113704412
248181005,76169992
248181005,129766070
248181005,87732529
72929008,275294540
72929008,52040671
72929008,27366444
76757922,134044432
76757922,265376374
76757922,256874604
54465408,8613414
54465408,194734117
54465408,207295539
185464799,266809839
185464799,215785294
185464799,118430867
169754719,160372725
169754719,275296931
169754719,154286856
135256369,246774271
135256369,139755620
135256369,189114314
197491316,250880137
197491316,42375013
197491316,147532944
259059794,156262288
259059794,80100071
259059794,185792436
153006329,196551139
153006329,30351431
153006329,60462770
107567019,171543471
107567019,228616712
107567019,218924507
110383436,158290175
110383436,165454727
110383436,111658864
222963618,34163864
222963618,78617183
222963618,258051377
64309173,12348218
64309173,221703569
64309173,228219693
218288923,10372032
218288923,118430867
218288923,204699945
182688288,114073334
182688288,130029917
182688288,159610919
259620999,89681121
259620999,212001742
259620999,242546462
72419074,169394376
72419074,182380064
72419074,121024831
253631418,206127782
253631418,106882379
253631418,217319522
37190486,42049598
37190486,177479510
37190486,138266300
36852234,221668019
36852234,71000541
36852234,181969625
44340747,145852445
44340747,244921312
44340747,15520674
130401190,271039807
130401190,143501298
130401190,136960986
168049290,179627923
168049290,193212873
168049290,124047803
223400493,32794594
223400493,232010493
223400493,135926710
54887495,174302010
54887495,258483496
54887495,187893495
243129259,140065224
243129259,18019367
243129259,25563630
130278157,145866415
130278157,248605634
130278157,189727316
125189044,228790975
125189044,266092725
125189044,111915263
152490285,144191996
152490285,228804436
152490285,30981004
163001731,180209972
163001731,149415857
163001731,216652670
167078060,159480022
167078060,140971869
167078060,90572846
107093541,102319425
107093541,70731774
107093541,70915265
70557584,8552735
70557584,2584989
70557584,90470397
68201429,171164223
68201429,23072415
68201429,211898089
95184218,108521175
95184218,6841000
95184218,215565078
17090623,113500795
17090623,267950915
17090623,130239324
11445113,53352582
11445113,95796464
11445113,14762304
211898089,170297533
211898089,265433109
211898089,38484262
211910652,144425017
211910652,45576611
211910652,120915933
161183449,89394830
161183449,55799272
161183449,136511422
187727042,154824391
187727042,58832119
187727042,85128723
269369992,181950373
269369992,203600534
269369992,276792212
271861965,159610919
271861965,61347239
271861965,58324198
233999098,26833352
233999098,274400841
233999098,78726194
70826787,239684302
70826787,208535927
70826787,144834130
115062982,264786586
115062982,249434685
115062982,24796199
93165633,213285891
93165633,245101563
93165633,134389856
124872297,137794495
124872297,52892151
124872297,209114420
239684302,89497667
239684302,165624767
239684302,248929685
212066202,194734117
212066202,120371949
212066202,240534061
173091754,1585773
173091754,224721158
173091754,119388743
160142619,217180331
160142619,132670231
160142619,176357355
246854945,98722530
246854945,36628036
246854945,182036788
26233313,240566351
26233313,32258743
26233313,138521307
84025551,166258699
84025551,192905632
84025551,90144572
93058293,232451437
93058293,84949233
93058293,3771212
177335734,243570411
177335734,174660895
177335734,64718505
120231494,25227952
120231494,88451218
120231494,272877158
146754423,43610614
146754423,183107384
146754423,241857179
213329507,23366497
213329507,11839620
213329507,274484572
269215392,243570411
269215392,133487653
269215392,258405086
27393492,89394830
27393492,207803296
27393492,95256592
86276085,235376510
86276085,276618343
86276085,230487712
248929685,30351431
248929685,137200542
248929685,251028013
268815246,59269509
268815246,155235290
268815246,136011905
249490365,131548761
249490365,269893623
249490365,158290175
58563142,14139147
58563142,127834029
58563142,146001372
207818408,11902340
207818408,216955674
207818408,200071997
35432900,268524408
35432900,155741816
35432900,106749492
83959393,38049520
83959393,117124291
83959393,245613163
12610767,237996594
12610767,184052487
12610767,7760311
169116361,22883253
169116361,174572347
169116361,245613163
148677424,185464799
148677424,142493373
148677424,114073334
262989515,186386478
262989515,125373215
262989515,84576458
251028013,261596432
251028013,274368603
251028013,132988723
265832044,11839620
265832044,9058054
265832044,91653366
120421105,101981808
120421105,84701951
120421105,217319522
267105881,6350943
267105881,75054458
267105881,119388743
197987146,274424848
197987146,227028000
197987146,6769581
168943406,45296529
168943406,33599060
168943406,247043693
158049062,157301213
158049062,209114420
158049062,28708938
25949876,135978759
25949876,106749492
25949876,177359170
246787114,140458588
246787114,31435424
246787114,45492176
34881193,197834658
34881193,96546314
34881193,271007976
89562417,275991627
89562417,78253014
89562417,72419074
126311633,159480022
126311633,117257273
126311633,130278157
156682220,15123378
156682220,196172681
156682220,157624680
174660895,126180090
174660895,120371949
174660895,264045200
178594578,12044726
178594578,60462770
178594578,97836171
179627923,20657163
179627923,203600534
179627923,258193925
220188198,265094199
220188198,70983763
220188198,95789001
248644976,260761391
248644976,127486894
248644976,272877158
4091569,90905740
4091569,46497526
4091569,245123611
262106835,224814165
262106835,12390429
262106835,195967602
90270929,34881193
90270929,89744795
90270929,271346278
124047803,19186394
124047803,91653366
124047803,130029917
57817622,42660129
57817622,157879800
57817622,24796199
226214159,135978759
226214159,97840580
226214159,253211162
129206037,144228684
129206037,213285891
129206037,139704313
167028217,150587049
167028217,45968027
167028217,28377837
154036498,267429551
154036498,117084740
154036498,212525885
204699945,78012988
204699945,15143374
204699945,233227270
38582881,114177861
38582881,180096858
38582881,128754007
156027639,238182177
156027639,11281260
156027639,163046410
117084740,113369758
117084740,203490721
117084740,229066993
130092449,97840580
130092449,124796951
130092449,158199482
89083165,117084740
89083165,144834130
89083165,5949008
156354689,118530316
156354689,106882379
156354689,128578470
9058054,269078680
9058054,45844748
9058054,124872297
32012404,19570819
32012404,268734390
32012404,97045296
253440756,61347239
253440756,152911244
253440756,3771212
56431098,91948385
56431098,120458783
56431098,52892151
115927865,216579098
115927865,82337523
115927865,90470397
181897323,130029917
181897323,12348218
181897323,138421255
271102479,173783803
271102479,40757275
271102479,92402955
277012642,94319145
277012642,81665603
277012642,108414033
63601420,170630768
63601420,71205265
63601420,225516839
164886137,40882525
164886137,151603699
164886137,155125932
163903705,227397237
163903705,231651127
163903705,208754449
197825687,58563142
197825687,223216049
197825687,34562712
227424987,4226946
227424987,136371425
227424987,125373215
111585391,18527211
111585391,189413403
111585391,240534061
199429530,55550503
199429530,180267999
199429530,248605634
106896447,203600534
106896447,224721158
106896447,21232491
80547050,125468
80547050,198965504
80547050,63995323
227141431,248644976
227141431,113483692
227141431,125833637
159480022,145604338
159480022,91142293
159480022,234554129
84701951,143122949
84701951,108696045
84701951,112194519
119645431,177864477
119645431,179770104
119645431,108019820
256000581,223700854
256000581,90415210
256000581,123374106
8996793,9995084
8996793,167078060
8996793,227028000
86647421,821454
86647421,162950202
86647421,170297533
36830867,72710960
36830867,220188198
36830867,269995549
169394376,232037089
169394376,5949008
169394376,190821524
412416,136960986
412416,90415210
412416,224332942
112215923,190794198
112215923,124872297
112215923,74425017
95085009,230061630
95085009,46448766
95085009,144638893
138521307,196711706
138521307,248442242
138521307,15143374
146284753,228616712
146284753,218879738
146284753,236900662
189101667,19562678
189101667,152842362
189101667,171895278
267950915,32595012
267950915,61165368
267950915,159390035
126347802,82369106
126347802,232037089
126347802,211399915
274484572,15520674
274484572,140541004
274484572,77909284
95599323,247111381
95599323,213984658
95599323,176278178
53457873,52892151
53457873,125373215
53457873,185335635
123041739,41292868
123041739,240566351
123041739,187284982
142905974,71205265
142905974,99541138
142905974,107429444
84329800,164068199
84329800,7626067
84329800,196973953
175799489,72929008
175799489,196258877
175799489,71739227
219240714,97817544
219240714,186291484
219240714,114851691
274368603,10823459
274368603,22771054
274368603,5122427
161887722,218707509
161887722,248644976
161887722,136011905
83505761,38484262
83505761,276372050
83505761,40748989
179313804,90905740
179313804,210251349
179313804,135256369
178546228,247869760
178546228,149269199
178546228,249434685
147515468,207494013
147515468,53767599
147515468,3271491
208797490,216172135
208797490,61248947
208797490,148125461
32166966,88812793
32166966,71918960
32166966,180209972
68740871,151661545
68740871,119249102
68740871,89629313
138074544,162304137
138074544,185791094
138074544,157504473
174967334,203047514
174967334,120231494
174967334,202211950
173783803,72082825
173783803,127274159
173783803,213329507
181148875,103850001
181148875,78780436
181148875,118430867
208567322,201742724
208567322,195527855
208567322,35995700
205658142,130113484
205658142,245852459
205658142,92783053
228790975,170127812
228790975,267105881
228790975,178434463
242980809,78402966
242980809,177996872
242980809,189363144
77924379,123497221
77924379,215952476
77924379,12456871
16780728,188094796
16780728,13481707
16780728,2677056
1333243,248442242
1333243,58105514
1333243,75814934
71000541,216385176
71000541,229427313
71000541,13624171
119128150,52832558
119128150,32473364
119128150,190821524
186576018,83121456
186576018,148744878
186576018,130445160
215565078,242751525
215565078,10823459
215565078,232430141
149862668,246016964
149862668,236900662
149862668,142224607
257519651,228759344
257519651,148744878
257519651,170695702
140222545,75054458
140222545,145604338
140222545,32204444
106378017,180204299
106378017,95955136
106378017,58659163
53767599,143816448
53767599,210804800
53767599,253211162
253214301,7344439
253214301,138833630
253214301,27938002
40748989,78386716
40748989,152959548
40748989,244449421
276792212,267535559
276792212,264457859
276792212,251746131
58253389,12610767
58253389,79824318
58253389,86238802
108804206,125058569
108804206,68957200
108804206,5157837
159787941,119225182
159787941,79486176
159787941,274826730
173629202,177554294
173629202,228253192
173629202,223700854
140541004,224887336
140541004,187784966
140541004,132077861
213984658,207803296
213984658,240036921
213984658,103850001
114851691,72534637
114851691,240036921
114851691,135795301
203889172,132077861
203889172,76169992
203889172,78617183
98448890,156354689
98448890,80242383
98448890,124335615
194421838,262378498
194421838,212001742
194421838,197710551
198971706,198287896
198971706,58894083
198971706,220265543
183277109,238782514
183277109,16182373
183277109,123854659
189906818,120908459
189906818,155052371
189906818,140541004
143501298,226781671
143501298,89672111
143501298,217022858
141256748,102319425
141256748,57277532
141256748,129206037
264786586,86313323
264786586,147568461
264786586,821454
255219952,24938915
255219952,146698268
255219952,178296532
238782514,68911969
238782514,95256592
238782514,1587920
79705649,19186394
79705649,258405086
79705649,130290842
106882379,135256369
106882379,167740306
106882379,122539158
20486983,125373215
20486983,51715093
20486983,166082263
127686800,92441132
127686800,261596432
127686800,221091574
246293365,226105113
246293365,271102479
246293365,227094375
193506967,118430867
193506967,3545675
193506967,38049520
181490102,5122427
181490102,226781671
181490102,146698268
162586003,115680898
162586003,166730365
162586003,160142619
92221713,4916573
92221713,171543471
92221713,94452909
158886561,180209972
158886561,171044404
158886561,114816665
206208223,246016964
206208223,128608377
206208223,112240780
1585773,240534061
1585773,242361599
1585773,210804800
87580427,196551139
87580427,266015592
87580427,227028000
227649152,148692934
227649152,89329984
227649152,268524408
246089947,225516839
246089947,22680428
246089947,40757275
102925719,58563142
102925719,59304362
102925719,26724364
264457859,177028599
264457859,148751422
264457859,225321415
255534486,80100071
255534486,18274237
255534486,215952476
184965228,9995084
184965228,189090056
184965228,49680314
119249102,204699945
119249102,165795643
119249102,41292868
116779503,177869425
116779503,212001742
116779503,110396725
9840079,95184218
9840079,8344168
9840079,130113484
268788062,186224137
268788062,42042086
268788062,149435653
221731382,132125814
221731382,83415725
221731382,148440268
224814165,243129259
224814165,18974850
224814165,85128723
18527211,242751525
18527211,77518966
18527211,128754007
72082825,167425546
72082825,266654448
72082825,230649470
32054915,171022110
32054915,143387588
32054915,2677056
94384531,254816892
94384531,101238913
94384531,216893039
128951417,246505937
128951417,117008452
128951417,262378498
232638501,35432900
232638501,89083165
232638501,248929685
158448319,102531342
158448319,32595012
158448319,211910652
230939562,82369106
230939562,87564716
230939562,12814299
196711706,53108524
196711706,45844748
196711706,158785904
270062030,10823459
270062030,90113853
270062030,229415227
84531048,192905632
84531048,191312317
84531048,167782234
272877158,245623295
272877158,32558898
272877158,106749492
228804436,98089442
228804436,35115228
228804436,243134242
250677196,84329800
250677196,242994602
250677196,14139147
174572347,255989970
174572347,168049290
174572347,201407106
88670280,54041159
88670280,53457873
88670280,110714546
272710524,29216136
272710524,196026910
272710524,119128150
115758949,103850001
115758949,249454520
115758949,157941017
211980572,26724364
211980572,80490809
211980572,178481735
16698775,99905398
16698775,137875463
16698775,9995084
173163189,203563324
173163189,64350271
173163189,36891412
157277247,144391975
157277247,123615813
157277247,230649470
164474515,98448890
164474515,78061338
164474515,158084269
173228676,170630768
173228676,227397237
173228676,16423144
231449794,231651127
231449794,114073334
231449794,68206240
217319522,106378017
217319522,170137887
217319522,241207037
223839356,139704313
223839356,222443404
223839356,26053687
266000288,175403157
266000288,67865972
266000288,247043693
15896973,7760311
15896973,136371425
15896973,201997859
168903573,129170273
168903573,108947316
168903573,129166873
16423144,19255658
16423144,242994602
16423144,178921911
244763446,254816892
244763446,28485963
244763446,57277532
170700747,4031381
170700747,97045296
170700747,142666426
202586133,124016355
202586133,258733880
202586133,257519651
229415227,127686800
229415227,26833352
229415227,78617183
250320607,262066133
250320607,76359835
250320607,269369992
84787968,256359227
84787968,228790975
84787968,195195528
85883570,257519651
85883570,218492725
85883570,220632530
242789618,93426870
242789618,18990652
242789618,32204444
196973953,84949233
196973953,31435424
196973953,74898396
109562598,213285891
109562598,196155953
109562598,185792436
5436643,211980572
5436643,163001731
5436643,276240962
245148148,262465592
245148148,23750623
245148148,20657163
246791657,108804206
246791657,31753968
246791657,58017974
247111381,125058569
247111381,252847693
247111381,8344168
165452711,89629313
165452711,35995700
165452711,88812793
195934398,38116587
195934398,181135807
195934398,266160913
89252310,88494079
89252310,8773591
89252310,95532301
109071334,61165368
109071334,201742724
109071334,59519296
131115195,268933969
131115195,140065224
131115195,158302151
240108624,166258699
240108624,81665603
240108624,203273128
267429551,33350831
267429551,239956590
267429551,90470397
220671582,176105454
220671582,237486848
220671582,194421838
261533933,45076974
261533933,276616737
261533933,186224137
27637369,192652780
27637369,21811786
27637369,174967334
127486894,179313804
127486894,98808134
127486894,68911969
127722508,202676897
127722508,87338583
127722508,209065995
143387588,137200542
143387588,244763446
143387588,153031852
92441132,132988723
92441132,112215425
92441132,98810621
64189917,28703179
64189917,164474515
64189917,120908459
187784966,186291484
187784966,191312317
187784966,144872227
171044404,71625186
171044404,117008452
171044404,240534061
53352582,120915933
53352582,179125742
53352582,89252310
246505937,36891412
246505937,159892893
246505937,220671582
135675452,46497526
135675452,179627923
135675452,172178317
276474591,227028000
276474591,107801929
276474591,175258571
77071195,43787120
77071195,125740668
77071195,95256592
91948385,3169581
91948385,18797550
91948385,140055155
177028599,11253311
177028599,18019367
177028599,107429444
177242513,52996189
177242513,262195095
177242513,232225998
254416031,254524589
254416031,160142619
254416031,235482877
249778750,11902340
249778750,12494314
249778750,83415725
167981064,194734117
167981064,93426870
167981064,64350271
268633557,20311431
268633557,220632530
268633557,254906339
158290175,113704412
158290175,126569443
158290175,177326522
